|job_title|job_description|company|stars|salary_range
376|Software Development Engineer - AWS Insights|"Job Description
The AWS Insights team is seeking a motivated, full-stack engineer to join a team working to help AWS customers visualize and optimize their spend. Our product has high visibility and is an essential resource for AWS customers of all sizes. Enterprise-level customers make large dollar-value decisions based on the timeliness, accuracy, and detail of the data provided by our products.

We are seeking a talented software engineer with the skills for turning customer needs into features that perform and scale. Features that empower customers to successfully navigate and distill billions of data points through visualizations, forecasting and recommendations.


Insights is one of the fastest growing areas within the AWS Commerce Platform. We offer competitive salary and benefits, outstanding career and growth opportunities and an inspiring, team-oriented atmosphere.
We care about both delighting customers and building high quality software. We don't sacrifice one for the other.
We ship code every day.


Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.
Basic Qualifications
BS or MS in Computer Science or related field preferred
3+ years of programming experience in a modern language such as Scala, Java, Python, C#
3+ years of experience modeling with relational and non-relational data
Understanding of algorithmic design and complexity analysis.
Comfort with or interest in agile development process within a continuous delivery environment
Preferred Qualifications
MS in Computer Science or equivalent
5+ years of industry experience.
Experience building scalable infrastructure software or distributed systems for commercial online services.
Strong analytical abilities and design skills.
Strong sense of ownership, urgency, and drive.


Apply Now at Amazon"|Amazon|3.8 ★|$104K-$126K (Glassdoor Est.)
377|Senior Software Development Engineer - SDK|"Job Description
Amazon is looking for a Senior Software Development Engineer- SDK to join an exciting new project team working to build a completely new best in class consumer product. We are an innovative, cross-platform, customer-obsessed team, working on big-bets in an innovative environment. Our organization rewards intellectual curiosity while maintaining the direct to market product focus. Our mission is to invent and simplify large-scale solutions and bring the future to Amazon customers.

As a founding member of the team, you will work alongside product management, research, design, and engineering (EE/ME) to define and build the essential lovable product. You will be responsible for designing and developing SDKs and SDK extensions for mobile development platforms. You will have significant influence on our overall strategy by helping define product features, drive the system architecture, and spearhead the best practices that enable a quality product.
Basic Qualifications
Bachelor's degree in computer science or related technical discipline or industry experience.
7+ years of professional software development experience.
Experience leveraging object oriented design practices in Java, C++ and or .Net.
Experience delivering SDKs or developing tier-one API’s consumed by 3rd parties.
Preferred Qualifications
MS or Ph.D. in Computer Science or related technical discipline.
Ability to handle multiple competing priorities in a fast-paced environment.
Strong sense of ownership, urgency, and drive.
Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to a variety of audiences.
Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.



Apply Now at Amazon"|Amazon|3.8 ★|$135K-$163K (Glassdoor Est.)
378|Incident Management System Engineer|"Job Description
Amazon Web Services’ Technical Operations team (TechOps) is Amazon’s central defense against large-scale incidents as well as driving operational excellence across all of Amazon businesses. Our key offering to Amazon is best-in-class Incident Management. Our engineers are front-and-center in driving down event duration through experience in operational excellence, best current practices and incident management tools. We’re looking for engineers who have owned or participated in operational and incident management for at least one large-scale enterprise. You should have a passion for working with new technologies and are not afraid to exercise your creativity in pushing the boundaries of existing technologies. Running incident management for AWS is unique in that AWS supports more than 30% of the internet’s businesses, and our ability to identify and mitigate issues is the most important aspect of every Amazon employee. Because of our unique role, you will have limitless exposure to all things Amazon. TechOps engineers are encouraged to build solutions to problems while sharing the benefit of those solutions with other AWS service teams. This is an excellent opportunity to join one of Amazon’s world-class team of engineers, and work with some of the best and brightest while also developing your skills and career within one of the most dynamic, innovative and progressive technology companies anywhere. In addition to a stimulating and fun working environment, Amazon offers mentoring programs with experienced engineers, regular tech talks with technology Principals, and well-defined career paths for motivated engineers who want to contribute to our culture of operational excellence and customer-focused technical innovation.

Responsibilities
• Be a technology evangelist and use your deep knowledge to solve business problems
• Reduce mean time to resolution for all incident types
• Design and/or build world class listening systems
• Adapt and improve operations management systems and processes to accommodate rapid and increasing growth
• Participate in Agile sprints to evolve business processes and technologies
• Create and review documentation, design new standard operating procedures
• Identify and troubleshoot recurring platform issues and engage service owners to drive resolution
• Automate tasks through creation and maintenance of scripts and tools
• Respond to and complete customer requests within SLA via a trouble ticketing system
• Take part in a “follow the sun” rotation split between Seattle, Dublin and Sydney sites, including weekends and holidays
• Mentor peers in your areas of technical and operational strength
• Participate in the interviewing process

AWS is an equal opportunity employer.

Basic Qualifications
Required:
• A degree in Computer Science or at 7 years relevant experience in a large-scale online technical operations environment
• Excellent English language written and verbal communication skills to facilitate efficient and effective interaction with peers and customers
• Effective organizational skills to maintain a consistently high standard of operations in a busy environment
• Development/scripting skills in at least one interpreted language (e.g. Perl/Python/Ruby) as well as shell
• Solid grasp of Linux and networking fundamentals
• Excellent troubleshooting skills and a commitment to document findings
• Experience driving collaborative projects from conception to delivery
• Experience in Agile/Scrum or related collaborative workflow

Highly desirable:
• Knowledge of best current practice frameworks (ITIL, COBIT), particularly incident, problem and change management
• Confidence to drive and manage large conference calls
• Understanding of routing protocols to help facilitate troubleshooting and remediation of networking issues
• Working knowledge of a compiled language
Preferred Qualifications
• Experience dealing effectively with customers during problem resolution and operating efficiently under pressure
• Effective prioritization and time management


Apply Now at Amazon"|Amazon|3.8 ★|$118K-$160K (Glassdoor Est.)
379|Sr Software Dev Engineer, Test|"Job Description
The Time & Attendance Tools QA team supports solving test problems of optimization, performance, and scalability. Technologies we're testing range from 3rd-party platform configurations to API and front-end UI solutions. Do you want to write code, as well as test it? You'll immediately be given a chance to flex those muscles. Our automation needs are abundant and varied: dive into scenario-based employee data generation and API validation, canary and regression tests, and load test solutions. Are you a specialist in process? Join us as we evolve our deployment and custom agile development processes. Do you want a chance to Think Big? You'll be partnering with our dev and business teams teams to quantify and assure continuous infusion of quality, from requirements through user acceptance. Come be a key part of delivering a great user experience to Amazon employees all over the globe.
Basic Qualifications
Bachelor's Degree in Computer Science or related field
4+ years professional experience as a full stack or Automation framework developer
Experience developing automation in at least one of OO languages - Java, C#/C++, Python
Demonstrated experience in test framework design and development
Experience building quality tools and services
Preferred Qualifications
Strong knowledge of QA methodology and tools, with demonstrated experience with handling complex systems
Coding experience with automated testing frameworks, tools, and services
Ability to effectively articulate technical challenges and solutions
Deal well with ambiguous/undefined problems; ability to think abstractly
Strong customer focus, ownership, urgency and drive
Experienced in Agile or Scrum software development methodologies
Excellent communication, collaboration, reporting, analytical and problem-solving skills


Apply Now at Amazon"|Amazon|3.8 ★|$118K-$156K (Glassdoor Est.)
380|Senior Systems Development Engineer, Global IT|"Job Description

At Amazon, we believe that every day is “Day One.” A day to take the first step. A day to meet new challenges. Today could be the day that you become part of a bigger idea. A day where your ideas can turn into reality. Become part of a company that redefines itself on a daily basis. Working for Amazon is a new excitement every day.

The Global Operations Systems team’s mission is to support robust, highly available, and easy to use services for our internal customers across the global enterprise. We are looking for Engineers who are proficient in all aspects of system administration and engineering to support and maintain global infrastructure services in our enterprise. We are responsible for supporting back-end systems, which are used by all Amazonians for daily business products including but not limited to: Exchange, Active Directory, Lync, SharePoint, System Center Configuration Manager, MS SQL Server, IronPort, remote access VPN, Xen, Secure Printing, internally developed tools, and a variety of Windows-based services.

Our ideal candidate is detail oriented, possesses strong written and verbal communication skills and has a track record of supporting enterprise technologies while building automation and tools. Exposure to supporting large-scale enterprise systems while inventing new ways to bring self-service features to customers. The ability to interact with not only peers but also customers at a global scale is required.

Amazon is not an average retailer, and this is not your average job. We’ll give you the opportunity to make a difference to our business. We’re looking for an exceptional professional with outstanding technical skills who has what it takes to make us the place for people to come to find anything they might want to buy online, with the opportunity to realize the Amazon motto to “Work Hard. Have Fun. Make History.”

Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.
Basic Qualifications
Bachelor degree in an engineering field or relevant experience.
3+ years experience supporting a Microsoft Enterprise ecosystem (SharePoint, Exchange, Lync, etc.) in large scale (over 10,000 users) global environments.
5+ years of industry experience as a Systems Engineer, Site Reliability Engineer, Dev Ops Engineer or equivalent.
3+ years of building automation and tools to streamline operational processes.
Proficient use of at least one modern language (e.g., Python, Ruby, Java, C#, etc.)
The ability to think at scale and automate processes
Strong written and verbal communication skills
Strong working knowledge of Amazon Web Services or other Cloud Technologies.
Preferred Qualifications
Experience with development depth in OOP, Java, UNIX, Perl, C++, C#, XML, Web services, Powershell, and or UNIX tools.
Expertise in Linux and Windows systems administration
Demonstrable track record of dealing with ambiguity, prioritizing needs, and delivering measurable results in an agile environment.
Expertise in the utilization of Amazon Web Services
A background in Information Security


Apply Now at Amazon"|Amazon|3.8 ★|$116K-$155K (Glassdoor Est.)
381|Software Development Engineer, Alexa Entertainment|"Job Description
Want to transform the way people consume and interact with video? Come join the team that’s enabling developers to create world class voice-forward video experiences, across devices and services. We brought Alexa to Fire TV, Hulu, Showtime, Dish TV, and are building Video Skill APIs so that anyone can leverage the power of Alexa to ensure customers get to the content they care about, faster.
We work with top tier internal and external video partners to drive innovation with video and voice.
In this role you’ll have independent technical ownership on new customer features and supporting architecture on a day to day and week to week basis. You’ll learn new in-demand skills like building voice control interfaces and scalable API platforms that will be highly valuable as you grow your career at Amazon and beyond. You’ll work directly with Product Management and Design to refine the customer experience for Alexa entertainment featured products. You’ll join a unique team in the Alexa organization with our own culture – we move fast to deliver new great features for customers and have a ton of fun doing it.
Come join us as we build the Voice OS for Entertainment in the home. We’re breaking new ground and need your help to bring our vision to reality.
Basic Qualifications
Bachelor's degree in Computer Science or related field
2+ years experience building successful production software systems
Experience in Computer Science fundamentals in object-oriented design
Experience in Computer Science fundamentals in data structures
Experience in Computer Science fundamentals in algorithm design, problem solving, and complexity analysis
Experience with the tools of the trade, including a variety of modern programming languages (Java, C/C++, Objective C, Python, JavaScript) and open-source technologies (Linux, Spring, JQuery, etc)
Preferred Qualifications
Experience developing cloud software services and an understanding of design for scalability, performance and reliability
Development experience defining, implementing and maintaining web service API's
Excellence in technical communications with both technical and non-technical peers
Passion to deliver high quality software that delight users

Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation


Apply Now at Amazon"|Amazon|3.8 ★|$104K-$126K (Glassdoor Est.)
382|Senior Android Software Development Engineer|"Job Description
Amazon is looking for a Senior Android Software Dev Engineer to join an exciting new project team working to build a completely new best in class consumer product. We are an innovative, cross-platform, customer-obsessed team, working on big-bets in an innovative environment. Our organization rewards intellectual curiosity while maintaining the direct to market product focus. Our mission is to invent and simplify large-scale solutions and bring the future to Amazon customers.

As a founding member of the team, you will work alongside product management, research, design, and engineering (EE/ME) to define and build the essential lovable product. You will be responsible for creating reliable, scalable, and high-performance mobile apps for Android based systems. You will have significant influence on our overall strategy by helping define product features, drive the software architecture, and spearhead the best practices that enable a quality product.



Basic Qualifications
Bachelor's degree in computer science or related technical discipline or industry experience.
7+ years of professional software development experience.
Firm understanding of software development principles, capabilities and limitations of mobile platforms (Specifically Android).
Experience delivering native mobile applications on Android.

Preferred Qualifications
MS or Ph.D. in Computer Science or related technical discipline.
Ability to handle multiple competing priorities in a fast-paced environment.
Strong sense of ownership, urgency, and drive.
Experience developing hybrid and native mobile applications.
Experience with both Java and Kotlin.
Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to a variety of audiences.
Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.




Apply Now at Amazon"|Amazon|3.8 ★|$135K-$163K (Glassdoor Est.)
383|Software Development Engineer - Carrier Information Management Systems|"Job Description
The Carrier Information Management Systems (CIMS) team at Amazon is focused on optimizing and simplifying Amazon’s transportation network. The complexity of Amazon transportation network grows exponentially, requiring innovative approaches in modeling, storing, validating, and processing billions of rows of configuration. We are looking for a Software Engineer to help us break down barriers to growth and build smart and scalable network management system to give Amazon customers even faster and cheaper delivery. Our technical challenges involve optimizing relational and non-relational data storage and processing systems to enable a transportation network at Amazon scale evolving at Amazon speed. Get ready for SQL and NoSQL databases, Big Data analytics, distributed systems, complex business logic, and highly-optimized multithreaded code on the edge of Java capabilities. We are looking for an experienced Software Engineer to be a key contributor to our success and drive the strategic development of the services.

This role might be for you if…
· You design at the product level with heavy involvement through all phases of the SDLC using concepts that may include Service Oriented Architecture, caching, load balancing, relational and non-relational databases, microservices, n-tiered architecture, cloud and/or map-reduce.
· You use object-oriented design concepts to program large multi-tier systems. You have working knowledge of common and useful design patterns.
· You have designed, refactored, re-architected, deprecated and/or implemented large-scale cloud-based distributed services with millisecond latency and high transactional volumes.
· You have experience implementing best practices in improving team coding culture subjected related to quality and/or security.
· Effectively articulate technical challenges and solutions to non-technical audiences.

In this job, you will…
· Experiment with whatever technology we need to get the job done.
· Use Test-Driven Development and Continuous Deployment.
· Work with Senior and Principal Engineers across multiple teams and business stake holders to design and build highly available and scalable systems for optimizing and managing Amazon’s transportation network.
· Expand and optimize our world-class supply chain systems to support a variety of emerging business initiatives.
If you are looking for an opportunity to solve deep technical problems that pushes the technological boundaries and build innovative solutions that impact millions of customers in a fast paced environment while working with smart, passionate software developers, this might be the role for you.





Basic Qualifications
Bachelor’s Degree in Computer Science or equivalent
3+ years of software development experience in object-oriented design and coding in Java or C++
Strong design, architecture and problem solving skills.
Preferred Qualifications
Development experience on a UNIX or Linux platform
Experience in web services and cloud computing
Ability to clearly and concisely communicate with technical and non-technical customers in order to understand ambiguous problems and articulate technical challenges and solutions to complex problems
Practical experience with software engineering best-practices and a strong desire to create quality solutions and designs
Experience in design and implementation of large scale, high performance, and high availability web services.




Apply Now at Amazon"|Amazon|3.8 ★|$104K-$126K (Glassdoor Est.)
384|Business Intel Engineer, Tech Recruiting|"Job Description
The Opportunity: We are seeking a dynamic business intelligence engineer for our Operations Technology HR Analytics Team to support critical verticals and relationships with Amazon core technology and innovation team partners. You will work closely with Business Leaders, Human Resources Leaders, and Recruiting Leaders to provide a suite of mission-critical reporting and analytical tools. You will pragrammatically surface insights to our client groups using the latest AWS technologies, and become the trusted solution provider for the team. This is a key role within the HR Analytics team which will enable you with opportunities for continued growth in business, recruitment, and people science skills. You will play a critical part in the team’s effectiveness assisting in decision making, problem solving and developing the roadmap for all our inspection capabilities.
Who We Are: Amazon’s Operations Technology teams are the technical engines that support Amazon’s mission of being earth’s most customer centric company. We build the software and services that touch every Amazon customer globally. From innovative solutions for logistics, supply chain optimization and transportation for Amazon’s fulfillment networks to rapidly expanding businesses like Amazon Flex, we build the technology that makes the magic of Amazon happen for hundreds of millions of customers around the world every day. Our technology teams are special because whether it’s building something entirely new or inventing new efficiencies for our existing platforms, the scale and impact of our systems is big, growing, and we have the opportunity to make a difference for each and every Amazon customer.
Responsibilities Include
· Work closely with peers and stakeholders to access, pull, clean and analyze data from a variety of data sources
· Gather new data, link disparate forms of data, and/or creatively use existing data to propose metrics and present them in a compelling way
· Design reporting tools that allow users to customize different views of metrics or slices of results over large data sets
· Develop analysis plans and apply appropriate statistical techniques and/or predictive modeling to answer workforce-related questions
· Own and drive analyses of Talent Acquisition and business outcomes data to identify relationships and trends; interpret data and noteworthy findings
· Build alarming within reports to spotlight significant data variance in time series
· Act as a peer reviewer of other teams’ analyses as part of a growing community in People Analytics

Basic Qualifications
Bachelor's degree required (majors in Engineering, Statistics, Computer Science, Mathematics, Finance or equivalent field strongly preferred)
3+ years’ experience as a business intelligence or data analytics function
2+ years’ experience with Tableau and using similar business intelligence reporting tools (e.g. MicroStrategy, OBIEE, Business Objects, Cognos, Tableau, SSAS Cubes, etc.)
2+ years’ Experience with Excel, Access, SQL, Python, and Perl or other scripting languages
Preferred Qualifications
MBA or Master’s in a related field
Experience with AWS products (e.g. EDX, Redshift, QuickSight, etc)
Ability to use statistical background to create predictive models
Experience supporting small to medium sized projects involving complex data sets and high variability
A history of teamwork and willingness to roll up one’s sleeves to get the job done
Excellent communication (verbal and written) and interpersonal skills and an ability to effectively communicate with both business and technical teams
Experience building complex data models and automating data extraction from multiple data sources
Great organizational skills and attention to detail; you are able to juggle and prioritize multiple tasks simultaneously
Ability to identify and resolve issues independently in a rapidly changing environment; taking initiative in ambiguous circumstances.
Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation


Apply Now at Amazon"|Amazon|3.8 ★|$52K-$87K (Glassdoor Est.)
385|Sr. Data Engineer, Advertising Measurement|"Job Description
Amazon is one of the world’s most highly trafficked sites and with a data footprint multiple business areas. Delivering impactful advertising using Amazon data to help customers find the right products and help brands connect with their customers is one of our key business initiatives. The Advertising Measurement team is building a big data platform to provide machine learning based solutions to measure and optimize advertising spend across media channels. The platform and measurement services are consumed by different Amazon brands across Device, Retail and Online Video businesses of Amazon.

You will play a key role in building the appropriate data ecosystem and leverage big data solutions to deliver insights and optimize ROI for marketing dollars. The ideal candidate will have extensive experience with traditional Data Warehouse (DW) concepts and have the aptitude to incorporate new approaches and methodologies while dealing with big data. Excellent business and communication skills are a must to develop and define key business questions and to build data sets that answer those questions. You should be able to work with business customers in understanding the business requirements and implementing reporting solutions.

This position will need to have substantial interaction with the analytics teams located in Seattle, London, NYC and Bangalore, as well as stakeholders in US, EU and Asia. International travel may be required.
Basic Qualifications
- 4 plus years of relevant experience
- Exposure to Big Data Ecosystem and hands-on knowledge on hadoop, hive, pig, spark
- Exposure to AWS Ecosystem and hands-on knowledge on
- Deep hands-on knowledge in using advanced SQL queries, experience in writing and optimizing efficient SQL queries
- Experience in BI projects converting business needs to data warehousing and reporting solutions
- Excellent communication skills to be able to work with business owners to develop and define key business questions and to build data sets that answer those questions
Preferred Qualifications
- Strong unix shell scripting abilities
- Strong in any programming languages such as Java, Python
- Strong ability to interact, communicate, present and influence within multiple levels of the organization


Apply Now at Amazon"|Amazon|3.8 ★|$123K-$146K (Glassdoor Est.)
386|Software Development Engineer, Amazon Fashion|"Job Description
Are you obsessed with building world class shopping experiences that delight customers? Are you interested in creating a new shopping experience that will impact the online fashion industry? Are you seeking for opportunities to learn and apply cutting-edge technology to tackle hard business problems? If so, come join us as a Software Development Engineer to build an innovative consumer experience from the ground up.

We are looking for a passionate and innovative Software Development Engineer who loves solving hard problems to be a part of a brand new, team building up a new, delightful customer experience.

Our technical challenges involve a combination of back-end software engineering and user interface development. As a software engineer on the team:
§ You will build a customer facing product across the whole software development life cycle from ground-up in an entrepreneurial, start-up like environment
§ You will design and build distributed systems, building front end applications and backend services that can scale to millions of requests and deploy globally delivering an exceptional customer experience.
§ You will build software that scales effortlessly, has low latency, is robust and extensible.
§ You will work with cross-functional teams including UI/UX designers, product managers, and other software engineers across multiple teams.


Basic Qualifications
· A demonstrated mindset of continuous improvement, applied to oneself and others.
· Experience programming defensively and writing unit/integration/functional and regression tests.
· Proficiency in, at least, one modern programming language such as C, C++, Java, or Perl
· Strong practical understanding of Computer Science fundamentals including Object Oriented Design, data structures and algorithms
· 4+ years professional experience in software development
· Equivalent experience to a Bachelor's degree based on 3 years of work experience for every 1 year of education
· Bachelor’s Degree in Computer Science or related field

Preferred Qualifications
· Experience building complex software systems that have been successfully delivered to customers from ground up
· Ability to take a project from scoping requirements through actual launch of the project
· Experience with front-end development.
· Experience designing or evolving system architecture.
· Experience mentoring other engineers.
· Experience getting things done through collaboration with engineers on multiple teams.
· Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.



Apply Now at Amazon"|Amazon|3.8 ★|$104K-$126K (Glassdoor Est.)
387|Sr. Software Development Engineer - Amazon Go|"Job Description
Amazon Go is a new kind of store with no lines and no checkout—you just grab and go! Customers simply use the Amazon Go app to enter the store, take what they want from our selection of fresh, delicious meals and grocery essentials, and go!

Our checkout-free shopping experience is made possible by our Just Walk Out Technology, which automatically detects when products are taken from or returned to the shelves and keeps track of them in a virtual cart. When you’re done shopping, you can just leave the store. Shortly after, we’ll charge your Amazon account and send you a receipt. Check it out at amazon.com/go. Designed and custom-built by Amazonians, our Just Walk Out Technology uses a variety of technologies including computer vision, sensor fusion, and advanced machine learning. Innovation is part of our DNA! Our goal is to be Earth’s most customer centric company and we are just getting started. We need people who want to join an ambitious program that continues to push the state of the art in computer vision, machine learning, distributed systems and hardware design.

As a Senior Software Development Engineer, you will help solve a variety of technical challenges and mentor other engineers. You will play an active role in translating business and functional requirements into concrete deliverables and build quick prototypes or proofs of concept in partnership with other technology leaders within the team. You will help invent new features, design, develop and deploy reliable distributed services.

You will tackle challenging situations every day and you’ll have the opportunity to work with multiple technical teams at Amazon. You should be comfortable with a degree of ambiguity that’s higher than most projects and relish the idea of solving problems. Along the way, we guarantee that you’ll learn a ton, have fun and make a positive impact on many customers.
Basic Qualifications
Bachelor’s degree in Computer Science or related field.
5+ years of experience in software development.
2+ years of rich, hands-on programming experience in Java, C++, or other object-oriented languages. Familiarity with one or more of: Python, Perl, PHP.
3+ years of experience with OO design and common design patterns.
Expertise in data structures, algorithms, and complexity analysis. The ability to produce bullet-proof code that is fault-tolerant, efficient and maintainable.
Academic and/or industry experience with one of more of the following domains: computer vision, image recognition, machine learning or distributed systems.


Preferred Qualifications
Master’s/PhD in Computer Science or related field
Experience with designing and building systems in a multi-tiered, distributed environment (Service Oriented Architecture).
Understanding of Software Development Life Cycle (SDLC) and project planning/execution skills including estimating and scheduling.
Experience optimizing for short term execution while planning for long term technical capabilities. Ability and willingness to multi-task and learn new technologies quickly.


Apply Now at Amazon"|Amazon|3.8 ★|$135K-$163K (Glassdoor Est.)
388|Software Developmnet Engineer (Full Stack)|"Job Description
Fulfillment by Amazon (FBA) is an Amazon service for our third-party Sellers. The FBA team partners with Sellers and our Amazon Fulfillment Centers to create a seamless experience for Sellers to leverage our world-class facilities. 71% of our FBA Sellers report more than a 20% increase in unit sales after joining FBA. In a very real way, we are changing lives with the work we do. Our FBA employees wake up every day thinking about how to enable our Sellers to be successful on our platform. Enabling Seller success allows us to provide Amazon customers with unparalleled selection and pricing. FBA is a win for Sellers and a win for customers. Want to learn more about FBA?

· Seller’s success stories: SellerSuccess
· A free book of stories from small businesses/sellers, authors, and innovators that are thriving on Amazon: Transformations-ebook

Basic Qualifications
Bachelor’s Degree in Computer Science or related field
Equivalent experience to a Bachelor's degree based on 3 years of work experience for every 1 year of education
4+ years professional experience in software development
Proficiency in, at least, one modern programming language such as C, C++, C#, Java, or Perl
Proficiency in one of the modern JavaScript frameworks like React, JQuery, Angular


Preferred Qualifications
Experience taking a leading role in building complex software systems that have been successfully delivered to customers
Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations
Experience with distributed computing and enterprise-wide systems
Experience in communicating with users, other technical teams, and senior management to collect requirements, describe software product features, technical designs, and product strategy
Experience mentoring junior software engineers to improve their skills, and make them more effective, product software engineers
Experience influencing software engineers best practices within your team
Hands-on expertise in many disparate technologies, typically ranging from front-end user interfaces through to back-end systems and all points in between

Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation


Apply Now at Amazon"|Amazon|3.8 ★|$90K-$141K (Glassdoor Est.)
389|Thermal Design Engineer|"Job Description

We’re working on the future. If you are seeking an iterative fast-paced environment where you can drive innovation, apply state-of-the-art technologies to solve extreme-scale real world challenges, and provide visible benefit to end-users, this is your opportunity.

Come work on the Amazon Prime Air team!

We're looking for an outstanding Thermal Scientist who combines superb technical, research and analytical capabilities with a demonstrated ability to get the right work done quickly and effectively. This person must have experience working in a multidisciplinary environment and producing top notch thermal analysis and testing and providing thermal design guidance. This person must be comfortable working with large data sets to analyze performance.


Export Control License: This position may require a deemed export control license for compliance with applicable laws and regulations. Placement is contingent on Amazon’s ability to apply for and obtain an export control license on your behalf.
Basic Qualifications

Bachelor’s degree in mechanical engineering or related field
Demonstrated success in both numerical analysis and thermal test
3+ year experience using thermal simulation software tools



Preferred Qualifications
Master’s or PhD in mechanical or aeronautical engineering or related field
Demonstrated understanding of the aircraft design process
Experience with computational analysis tools for complex fluid flows a plus


Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation


Apply Now at Amazon"|Amazon|3.8 ★|$97K-$132K (Glassdoor Est.)
390|Software Development Engineer - Global Sourcing|"Job Description
Are you seeking an environment where you can apply state-of-the-art in computer science and advanced mathematical modeling to solve problems in a real world setting that can directly impact millions of people? Are you up to the task of delivering innovative technology that manages a supply chain of millions of unique products involving hundreds of thousands of suppliers and tens of millions of customers around the world? And do all this in real-time?
Amazon’s Global Sourcing & Procurement team is looking for Software Engineers and Developers to build Amazon’s next generation of inventory planning platforms. We build scalable automated platforms that determine the economically optimal sourcing plan for millions of unique SKU sold on Amazon worldwide. This puts us at the nexus of retail business, suppliers, operations, logistics, and capacity planning. Our software is used by every country Amazon services, and is a critical link to ensuring the products our customers want are available when they need them.
Amazon is looking for passionate, talented and innovative Software Engineers who love solving hard problems and can deliver high-performance, high-availability and extremely scalable systems. Our engineers are top-notch software developers who love working as a team and proactively take the lead whenever necessary.
The successful candidate will be responsible for creating and delivering software solutions to manage world-wide inventory in Amazon's real-time systems by successfully partnering with fulfillment, IT, retail, and finance teams to provide the highest possible customer selection and availability at the best possible price.

We are a key part of Supply Chain Optimization Technologies (SCOT): https://www.youtube.com/watch?v=ncwsr1Of6Cw&feature=youtu.be

Key Responsibilities
Be very hands-on; work with the engineering team to manage the day-to-day development activities by leading architecture decisions, participating in designs, design reviews, code reviews, and implementation.
Candidate must be able to work with a minimal technical supervision and supplemental engineering support, while responding efficiently to multiple program priorities.
Work with engineering teams to design and optimize a wide variety of development projects using a variety of development tools and practices. In addition, the role involves developing shared components and tools, analyzing the latest technologies and development trends, establishing and implementing standard practices as well as training and mentoring other engineers.
To be successful you'll need to have lots of experience with Java, front-end and back-end development, customer focus, knowledge of SOA, experience working with databases, and excellent communication skills.
You must be a fast, efficient coder and make coding and design decision with multiple simultaneous dimensions in mind. You probably have more than 2 years of experience.
If you are the kind of person who naturally creates new opportunities and drives projects to completion, sometimes across several functions and groups, you should apply now.
In joining our team, you'll enjoy a highly competitive salary, growth, working closely with smart engineers and researchers along with other benefits. We have a creative and comfortable work environment and this is your opportunity to be part of a fast-paced and growing technology team.
Basic Qualifications

BA/BS in Computer Science, Computer Engineering, or related field.
Fluency in C, C++, or Java.
5+ years of professional experience developing software.
Experience with distributed version control systems in an enterprise environment.
Deep knowledge of Distributed SOA Architecture, Relational DB knowledge ( Oracle, Postgres ), ElasticSearch, DynamoDB, and various AWS technologies.
Experience with object-oriented analysis and design (OOA/OOD).

Preferred Qualifications
MS or PhD in Computer Science.
7+ years of experience developing for a Linux or UNIX environment.
Experience designing, developing, and deploying large-scale distributed systems.
Experience with data mining software and techniques (Hadoop).
Experience leading and mentoring junior engineers on good software development practices and design reviews.
Excellent communication skills.


Apply Now at Amazon"|Amazon|3.8 ★|$104K-$126K (Glassdoor Est.)
